state,county,gisjoin,pop_enslaved_1860,pop_total_1860,pop_total_2010,pop_black_2010,pop_white_2010,income_black_2010,income_white_2010,pct_pop_enslaved_1860,had_rosenwald_school
Alabama,Autauga,G0100010,9607,16739,54571,9643,42855,28082,58592,57.3929147499851,1
Alabama,Baldwin,G0100030,3714,7530,182265,17105,156153,28579,52455,49.3227091633466,1
Alabama,Barbour,G0100050,16150,30812,27457,12875,13180,21101,42570,52.414643645333,1
Alabama,Bibb,G0100070,3842,11894,22915,5047,17381,21153,43874,32.3020010089121,1
Alabama,Blount,G0100090,666,10865,57322,761,53068,21070,46124,6.12977450529222,1
Alabama,Butler,G0100130,6818,18122,20947,9095,11399,21309,38202,37.6227789427216,1
Alabama,Calhoun,G0100150,4342,21539,118572,24382,88840,22163,42775,20.1587817447421,1
Alabama,Chambers,G0100170,11849,23214,34215,13257,20112,23236,38009,51.0424743689153,1
Alabama,Cherokee,G0100190,3002,18360,25989,1208,24081,19375,41102,16.3507625272331,1
Alabama,Choctaw,G0100230,7094,13877,13859,6012,7731,19985,40032,51.1205591986741,1
Alabama,Clarke,G0100250,7436,15049,25833,11336,14070,15629,43402,49.4119210578776,1
Alabama,Coffee,G0100310,1417,9623,49948,8359,37330,22500,47127,14.7251376909488,1
Alabama,Conecuh,G0100350,4882,11311,13228,6149,6788,18626,41560,43.1615241800018,1
Alabama,Coosa,G0100370,5212,19273,11539,3582,7648,26520,40646,27.0430135422612,1
Alabama,Covington,G0100390,821,6469,37765,4716,32022,19740,37358,12.6912969547071,1
Alabama,Dale,G0100450,1809,12197,50251,9679,37236,29269,47440,14.8315159465442,1
Alabama,Dallas,G0100470,25760,33625,43820,30423,12769,18784,43973,76.6096654275093,1
Alabama,DeKalb,G0100490,848,10705,71109,1078,60087,25585,34990,7.92153199439514,0
Alabama,Fayette,G0100570,1703,12850,17241,1969,14910,20321,36482,13.2529182879377,1
Alabama,Franklin,G0100590,8495,18627,31704,1228,26320,20833,36250,45.6058409835186,1
Alabama,Greene,G0100630,23598,30859,9045,7370,1575,19715,47944,76.4703976149584,1
Alabama,Henry,G0100670,4433,14918,17302,4942,11865,24844,44579,29.71577959512,1
Alabama,Jackson,G0100710,3405,18283,53227,1781,48348,28602,37026,18.6238582289559,1
Alabama,Jefferson,G0100730,2649,11746,658466,276525,349166,31597,56834,22.5523582496169,1
Alabama,Lauderdale,G0100770,6737,17420,92709,9257,80112,17327,41228,38.6739380022962,1
Alabama,Lawrence,G0100790,6788,13975,34339,3938,26647,33586,40911,48.572450805009,1
Alabama,Limestone,G0100830,8085,15306,82782,10429,66506,35254,49590,52.8224225793806,1
Alabama,Lowndes,G0100850,19340,27716,11299,8310,2859,21929,50063,69.7791889161495,1
Alabama,Macon,G0100870,18176,26802,21452,17729,3319,26161,43438,67.815834639206,1
Alabama,Madison,G0100890,14573,26451,334811,80376,228280,35034,63494,55.0943253563192,1
Alabama,Marengo,G0100910,24409,31171,21027,10872,9751,20641,48674,78.3067594879856,1
Alabama,Marion,G0100930,1283,11182,30776,1184,28791,24121,32642,11.4737971740297,1
Alabama,Marshall,G0100950,1821,11472,93019,1494,81464,16824,38155,15.8734309623431,1
Alabama,Mobile,G0100970,11376,41131,412992,142992,248647,26966,49592,27.6579708735504,1
Alabama,Monroe,G0100990,8705,15667,23068,9614,12718,19419,43760,55.5626476032425,1
Alabama,Montgomery,G0101010,23710,35904,229363,125477,90656,32701,61005,66.0372103386809,1
Alabama,Morgan,G0101030,3706,11335,119490,14185,95404,24523,47665,32.6951918835465,1
Alabama,Perry,G0101050,18206,27724,10591,7276,3204,19151,37409,65.6687346703217,1
Alabama,Pickens,G0101070,12191,22316,19746,8211,11110,15484,41373,54.6289657644739,1
Alabama,Pike,G0101090,8785,24435,32899,12054,19144,20264,39406,35.9525271127481,1
Alabama,Randolph,G0101110,1904,20059,22913,4607,17532,24988,38678,9.49199860411785,1
Alabama,Russell,G0101130,15638,26592,52947,22135,28449,25183,37768,58.8071600481348,1
Alabama,Shelby,G0101170,3622,12618,195085,20732,161943,49339,71373,28.7050245680774,1
Alabama,St. Clair,G0101150,1768,11013,83593,7150,73741,35924,50691,16.0537546535912,0
Alabama,Sumter,G0101190,18091,24035,13763,10316,3326,19289,41183,75.2693987934263,1
Alabama,Talladega,G0101210,8865,23520,82291,26055,53739,26303,42430,37.6913265306122,1
Alabama,Tallapoosa,G0101230,6672,23827,41616,11083,29087,21907,43533,28.0018466445629,1
Alabama,Tuscaloosa,G0101250,10145,23200,194656,57611,129004,29057,49305,43.7284482758621,1
Alabama,Walker,G0101270,519,7980,67023,3928,61146,20436,38899,6.50375939849624,1
Alabama,Washington,G0101290,2494,4669,17581,4380,11508,20967,50235,53.416149068323,1
Alabama,Wilcox,G0101310,17797,24618,11670,8465,3126,17266,46436,72.2926314079129,1
Alabama,Winston,G0101330,122,3576,24484,115,23409,2499,34266,3.41163310961969,0
Florida,Alachua,G1200010,4457,8232,247336,50282,172156,27216,45099,54.142371234208,1
Florida,Brevard,G1200090,21,246,543376,54799,450927,35800,50901,8.53658536585366,1
Florida,Calhoun,G1200130,524,1446,14625,2011,11818,22969,35452,36.237897648686,0
Florida,Clay,G1200190,519,1914,190865,18831,156087,49001,62243,27.115987460815,0
Florida,Columbia,G1200230,2063,4646,67531,11818,52611,26661,41058,44.4037882049075,1
Florida,Duval,G1200310,1987,5074,864263,255018,526044,34447,55433,39.1604256996453,1
Florida,Escambia,G1200330,1961,5768,297619,68282,204993,26492,49279,33.997919556172,1
Florida,Franklin,G1200370,520,1904,11549,1589,9540,20915,38841,27.3109243697479,0
Florida,Gadsden,G1200390,5409,9396,46389,25996,16646,26522,49942,57.5670498084291,1
Florida,Hamilton,G1200470,1397,4154,14799,5102,8851,19662,45518,33.6302359171883,1
Florida,Hernando,G1200530,200,1200,172778,8816,154598,35506,42357,16.6666666666667,0
Florida,Hillsborough,G1200570,564,2981,1229226,205073,876137,35110,53534,18.919825561892,0
Florida,Holmes,G1200590,112,1386,19927,1147,18043,6834,32909,8.08080808080808,1
Florida,Jackson,G1200630,4903,10209,49746,13231,34373,25186,42028,48.0262513468508,1
Florida,Jefferson,G1200650,6374,9876,14761,5340,8912,30374,52134,64.5402997164844,1
Florida,Lafayette,G1200670,577,2068,8870,1411,6868,18167,47224,27.9013539651838,0
Florida,Leon,G1200730,9089,12343,275487,83520,173480,29289,54698,73.636879202787,1
Florida,Levy,G1200750,450,1781,40801,3832,34876,17591,37842,25.2667040988209,0
Florida,Liberty,G1200770,521,1457,8365,1497,6462,29318,41588,35.7584076870281,0
Florida,Madison,G1200790,4249,7779,19224,7460,11070,28115,44764,54.6214166345289,1
Florida,Manatee,G1200810,253,854,322833,28230,264322,30372,50265,29.6252927400468,1
Florida,Marion,G1200830,5314,8609,331298,40828,268284,32746,41422,61.7261005924033,1
Florida,Monroe,G1200870,451,2913,73090,4194,65409,34750,55398,15.4823206316512,0
Florida,Nassau,G1200890,1612,3644,73314,4668,65809,40613,60389,44.2371020856202,1
Florida,Orange,G1200950,163,987,1145956,238241,728795,37210,55041,16.5146909827761,1
Florida,Putnam,G1201070,1047,2712,74364,12030,57468,21576,37847,38.6061946902655,1
Florida,Santa Rosa,G1201130,1371,5480,151372,8205,132920,39178,55930,25.0182481751825,0
Florida,St. Johns,G1201090,1003,3038,190039,10684,169794,34386,64549,33.0151415404872,0
Florida,Sumter,G1201190,549,1549,93420,9022,80893,32782,44216,35.4422207876049,0
Florida,Suwannee,G1201210,835,2303,41551,4754,34299,18644,39212,36.2570560138949,1
Florida,Taylor,G1201230,125,1384,22570,4669,16964,16354,40773,9.03179190751445,1
Florida,Volusia,G1201270,297,1158,494593,51791,408256,28550,45911,25.6476683937824,1
Florida,Wakulla,G1201290,1167,2839,30776,4464,25224,57690,53692,41.1060232476224,0
Florida,Walton,G1201310,441,3037,55043,3178,48351,16654,48117,14.5209087915706,1
Florida,Washington,G1201330,474,2154,24896,3745,20014,25341,36764,22.0055710306407,0
Georgia,Appling,G1300010,745,4190,18236,3392,13385,26672,40090,17.7804295942721,1
Georgia,Baker,G1300070,3492,4985,3451,1613,1675,23486,33795,70.0501504513541,0
Georgia,Baldwin,G1300090,4929,9078,45720,18965,25121,25662,44075,54.296100462657,1
Georgia,Banks,G1300110,1086,4707,18395,427,16877,44185,40381,23.0720203951562,1
Georgia,Berrien,G1300190,432,3475,19286,2063,16327,18419,34985,12.431654676259,1
Georgia,Bibb,G1300210,6790,16291,155547,81116,67199,26842,54409,41.6794549137561,1
Georgia,Brooks,G1300270,3282,6356,16243,5729,9722,21678,48098,51.6362492133417,1
Georgia,Bryan,G1300290,2379,4015,30233,4286,24254,39315,66601,59.252801992528,1
Georgia,Bulloch,G1300310,2162,5668,70217,19409,47215,22465,43336,38.1439661256175,1
Georgia,Burke,G1300330,12052,17165,23316,11533,11070,22797,42360,70.2126420040781,1
Georgia,Butts,G1300350,3067,6455,23655,6469,16546,33421,58119,47.5135553834237,0
Georgia,Calhoun,G1300370,2731,4913,6694,4105,2326,22854,43167,55.5872175859963,0
Georgia,Camden,G1300390,4143,5420,50513,9799,37557,29063,52744,76.4391143911439,1
Georgia,Carroll,G1300450,1862,11991,110527,20089,83579,32650,49591,15.5283129013427,1
Georgia,Catoosa,G1300470,710,5082,63942,1392,59845,35635,46840,13.9708776072412,0
Georgia,Charlton,G1300490,557,1780,12171,3464,8352,31047,45903,31.2921348314607,1
Georgia,Chatham,G1300510,14807,31043,265128,106392,140010,31439,55638,47.6983538962085,1
Georgia,Chattahoochee,G1300530,2758,5797,11267,2123,7753,48207,51875,47.5763325858203,1
Georgia,Chattooga,G1300550,2054,7165,26015,2899,21828,18947,33846,28.6671318911375,1
Georgia,Cherokee,G1300570,1199,11291,214346,12117,185536,54901,68561,10.6190771410858,0
Georgia,Clarke,G1300590,5660,11218,116714,30988,72238,25962,40122,50.454626493136,1
Georgia,Clay,G1300610,2253,4893,3183,1923,1197,22817,36667,46.0453709380748,1
Georgia,Clayton,G1300630,1226,4466,259424,171480,48960,43178,43981,27.4518584863412,1
Georgia,Clinch,G1300650,449,3063,6798,1886,4581,20526,36654,14.6588312112308,1
Georgia,Cobb,G1300670,3819,14242,688078,171774,428023,47603,75172,26.8150540654402,1
Georgia,Coffee,G1300690,663,2879,42356,11283,27386,26912,38966,23.0288294546718,1
Georgia,Colquitt,G1300710,110,1316,45498,10210,29441,20860,39630,8.35866261398176,1
Georgia,Columbia,G1300730,8293,11860,124053,18439,94867,53778,69522,69.9241146711636,0
Georgia,Coweta,G1300770,7248,14703,127317,22029,96594,36547,66664,49.2960620281575,1
Georgia,Crawford,G1300790,4270,7693,12630,2818,9428,21149,41859,55.5050045495905,0
Georgia,Dade,G1300830,300,3069,16633,145,15973,70625,39750,9.77517106549365,0
Georgia,DeKalb,G1300890,2000,7806,691893,375725,230156,42818,70310,25.6213169356905,0
Georgia,Decatur,G1300870,5924,11922,27842,11438,15096,25005,39427,49.6896493876866,1
Georgia,Dooly,G1300930,4070,8917,14918,7442,6810,20359,42699,45.643153526971,1
Georgia,Dougherty,G1300950,6079,8295,94565,63470,27986,25822,46892,73.2851115129596,1
Georgia,Early,G1300990,4057,6149,11008,5462,5324,18070,42169,65.978207838673,1
Georgia,Effingham,G1301030,2165,4755,52250,7048,43182,32484,61569,45.5310199789695,0
Georgia,Elbert,G1301050,5711,10433,20166,5950,13297,25037,35292,54.7397680437075,1
Georgia,Emanuel,G1301070,1294,5081,22598,7562,13928,20679,36764,25.4674276717182,1
Georgia,Fayette,G1301130,2019,7047,106567,21395,75802,79983,83554,28.6504895700298,0
Georgia,Floyd,G1301150,5913,15195,96317,13640,74055,24715,44567,38.9141164856861,1
Georgia,Forsyth,G1301170,890,7749,175511,4510,149946,70525,88691,11.4853529487676,0
Georgia,Franklin,G1301190,1313,7393,22084,1850,19280,11731,39953,17.7600432841877,1
Georgia,Fulton,G1301210,2955,14427,920581,405575,409697,36390,84985,20.482428779372,1
Georgia,Glascock,G1301250,758,2437,3082,253,2767,22163,37478,31.103816167419,0
Georgia,Glynn,G1301270,2839,3889,79626,20726,53823,28800,58013,73.0007714065313,1
Georgia,Gordon,G1301290,2106,10146,55186,2005,47032,22005,43013,20.7569485511532,1
Georgia,Greene,G1301330,8398,12652,15994,6105,9056,22140,44707,66.3768574138476,0
Georgia,Gwinnett,G1301350,2551,12940,805321,190167,429563,52981,73499,19.7140649149923,1
Georgia,Habersham,G1301370,787,5966,43041,1444,36893,37500,41013,13.1914180355347,1
Georgia,Hall,G1301390,1261,9366,179684,13279,133197,33615,53997,13.4635917147128,1
Georgia,Hancock,G1301410,8137,12044,9429,6983,2300,21373,32250,67.5606110926603,1
Georgia,Haralson,G1301430,229,3039,28780,1353,26707,24267,39707,7.5353734781178,0
Georgia,Harris,G1301450,7736,13736,32024,5506,25392,39135,71367,56.3191613278975,1
Georgia,Hart,G1301470,1528,6137,25213,4710,19515,18986,40292,24.8981587094672,1
Georgia,Heard,G1301490,2811,7805,11834,1159,10284,43090,42208,36.0153747597694,1
Georgia,Henry,G1301510,4515,10702,203922,75277,112201,59532,68140,42.1883760044851,1
Georgia,Houston,G1301530,10755,15611,139900,39998,88626,41193,61954,68.8937287809878,1
Georgia,Irwin,G1301550,246,1699,9538,2472,6811,23914,41905,14.4791053560918,0
Georgia,Jackson,G1301570,3329,10605,60485,4103,52496,31724,52349,31.3908533710514,1
Georgia,Jasper,G1301590,6954,10743,13900,3037,10271,35745,44623,64.7305222005027,1
Georgia,Jefferson,G1301630,6045,10219,16930,9213,7206,22821,40611,59.1545160974655,1
Georgia,Johnson,G1301670,849,2919,9980,3489,6301,18217,33977,29.0853031860226,1
Georgia,Jones,G1301690,5989,9107,28669,7008,20989,45147,54708,65.7626001976502,0
Georgia,Laurens,G1301750,3269,6998,48434,17324,29355,25250,48576,46.7133466704773,1
Georgia,Lee,G1301770,4947,7196,28298,5268,21763,39040,62779,68.7465258476932,1
Georgia,Liberty,G1301790,6083,8367,63453,26805,29881,42017,44678,72.7022827775786,1
Georgia,Lincoln,G1301810,3768,5466,7996,2570,5257,23269,42292,68.9352360043908,0
Georgia,Lowndes,G1301850,2399,5249,109233,39142,63485,26488,48455,45.7039436083064,1
Georgia,Lumpkin,G1301870,432,4626,29966,340,28277,6618,44110,9.33852140077821,0
Georgia,Macon,G1301930,4865,8449,14740,8933,5177,22813,40467,57.5807787903894,1
Georgia,Madison,G1301950,1992,5933,28120,2355,24634,35817,42294,33.5749199393224,0
Georgia,Marion,G1301970,3529,7390,8742,2856,5254,23151,37328,47.7537212449256,0
Georgia,McIntosh,G1301910,4063,5546,14333,5149,8811,27439,46350,73.2600072124053,0
Georgia,Meriwether,G1301990,8748,15330,21992,8605,12741,26904,45447,57.0645792563601,1
Georgia,Miller,G1302010,640,1791,6125,1720,4266,16393,40828,35.7342266890006,1
Georgia,Mitchell,G1302050,1589,4308,23498,11219,11264,23685,49277,36.8848653667595,1
Georgia,Monroe,G1302070,10177,15953,26424,6268,19365,33199,55375,63.7936438287469,1
Georgia,Montgomery,G1302090,977,2997,9123,2397,6291,23750,40204,32.5992659325993,1
Georgia,Morgan,G1302110,7006,9997,17868,4208,12984,27313,53155,70.0810243072922,0
Georgia,Murray,G1302130,1442,7083,39628,245,35320,27026,39177,20.3586051108287,0
Georgia,Muscogee,G1302150,7445,16584,189885,86403,87870,31192,51152,44.892667631452,1
Georgia,Newton,G1302170,6458,14320,99958,40878,53754,45364,56731,45.0977653631285,1
Georgia,Oglethorpe,G1302210,7514,11549,14899,2566,11662,22316,44547,65.0619101220885,0
Georgia,Paulding,G1302230,572,7038,142324,24321,110517,53697,63650,8.12730889457232,1
Georgia,Pickens,G1302270,246,4951,29431,312,28171,40952,50922,4.96869319329428,0
Georgia,Pierce,G1302290,233,1973,18758,1666,16293,25252,40719,11.8094272681196,1
Georgia,Pike,G1302310,4722,10078,17869,1837,15606,31193,57892,46.8545346298869,1
Georgia,Polk,G1302330,2440,6295,41475,5190,31974,29740,41033,38.7609213661636,1
Georgia,Pulaski,G1302350,4106,8744,12010,3824,7679,17370,43590,46.9579139981702,1
Georgia,Putnam,G1302370,7138,10125,21218,5522,14408,22091,49252,70.4987654320988,0
Georgia,Quitman,G1302390,1625,3499,2513,1204,1290,15976,33036,46.4418405258645,0
Georgia,Rabun,G1302410,206,3271,16276,156,15185,8904,35081,6.29776826658514,0
Georgia,Randolph,G1302430,4467,9571,7719,4769,2827,16771,39865,46.6722390554801,1
Georgia,Richmond,G1302450,8389,21284,200549,108633,79624,32370,44431,39.4145837248638,1
Georgia,Schley,G1302490,2348,4633,5010,1169,3658,15605,46919,50.6799050291388,0
Georgia,Screven,G1302510,4530,8274,14593,6318,7965,22410,41005,54.7498187092096,1
Georgia,Spalding,G1302550,3819,8699,64073,21030,40148,27471,48135,43.9015978848143,1
Georgia,Stewart,G1302590,7884,13422,6058,2864,1696,19432,46667,58.7393831023693,1
Georgia,Sumter,G1302610,4890,9428,32819,17001,13852,23659,45359,51.8667798048367,1
Georgia,Talbot,G1302630,8603,13616,6865,4065,2679,19412,57299,63.1830199764982,0
Georgia,Taliaferro,G1302650,2849,4583,1717,1024,640,19516,32500,62.1645210560768,1
Georgia,Tattnall,G1302670,1157,4352,25520,7465,15991,32603,43713,26.5854779411765,1
Georgia,Taylor,G1302690,2397,5998,8906,3503,5208,14680,37763,39.9633211070357,1
Georgia,Telfair,G1302710,836,2713,16500,6017,9398,16565,32027,30.8145963877626,1
Georgia,Terrell,G1302730,2888,6232,9315,5700,3407,18358,47000,46.3414634146342,0
Georgia,Thomas,G1302750,6244,10766,44720,16497,26645,18155,46681,57.9973992197659,1
Georgia,Troup,G1302850,10002,16262,67044,22394,41216,26632,51010,61.5053498954618,1
Georgia,Twiggs,G1302890,5318,8320,9023,3724,5123,21916,32056,63.9182692307692,0
Georgia,Union,G1302910,116,4413,21356,99,20668,40777,42370,2.62859732608203,0
Georgia,Upson,G1302930,4888,9910,27153,7590,18693,21938,40891,49.3239152371342,0
Georgia,Walker,G1302950,1535,10082,68756,2829,63918,27604,39120,15.2251537393374,1
Georgia,Walton,G1302970,4621,11074,83768,13103,67057,30300,55429,41.7283727650352,1
Georgia,Ware,G1302990,377,2200,36312,10721,24103,23750,40558,17.1363636363636,1
Georgia,Warren,G1303010,5379,9820,5834,3602,2152,25052,35599,54.775967413442,0
Georgia,Washington,G1303030,6532,12698,21187,11173,9531,20087,48113,51.4411718380847,1
Georgia,Wayne,G1303050,621,2268,30099,5996,22558,24189,40967,27.3809523809524,1
Georgia,Webster,G1303070,2287,5030,2799,1185,1512,20368,32344,45.4671968190855,1
Georgia,White,G1303110,263,3315,27144,457,25824,20878,42348,7.93363499245852,0
Georgia,Whitfield,G1303130,1732,10047,102599,3845,78623,32478,43230,17.2389768089977,0
Georgia,Wilcox,G1303150,421,2115,9255,3252,5706,14479,37060,19.9054373522459,1
Georgia,Wilkes,G1303170,7953,11420,10593,4535,5616,22121,33298,69.6409807355517,1
Georgia,Wilkinson,G1303190,3887,9376,9563,3672,5598,25814,44701,41.4569112627986,1
Georgia,Worth,G1303210,632,2763,21679,5978,15232,19583,44144,22.8736880202678,0
Louisiana,Ascension,G2200050,7376,11484,107215,23846,78572,38571,70315,64.2284918146987,1
Louisiana,Assumption,G2200070,8096,15379,23421,7141,15635,28447,50853,52.6432147733923,0
Louisiana,Avoyelles,G2200090,7185,13167,42073,12398,28188,23410,36980,54.5682387787651,0
Louisiana,Bienville,G2200130,5000,11000,14353,6076,7935,20105,40683,45.4545454545455,1
Louisiana,Bossier,G2200150,8000,11348,116979,24461,84430,29613,57522,70.4970038773352,1
Louisiana,Caddo,G2200170,7338,12140,254969,120264,124942,25317,51061,60.4448105436573,1
Louisiana,Calcasieu,G2200190,1171,5928,192768,47782,136514,27201,50716,19.7537112010796,1
Louisiana,Caldwell,G2200210,1945,4833,10132,1746,8213,22981,40625,40.2441547692944,1
Louisiana,Catahoula,G2200250,6113,11651,10407,3280,6985,17391,42423,52.4675993476955,1
Louisiana,Claiborne,G2200270,7848,16848,17195,8733,8167,21483,43902,46.5811965811966,1
