y,d,x,w
1.5373686804172,1,1.11,1.76
2.88389958299189,1,0.77,52.17
0.705536583483239,1,1.15,26.82
1.51177773015042,1,1.26,45.85
1.98467851946271,1,0.7,72.03
1.76949024255925,1,0.43,22.7
0.321344483696301,0,-0.92,37.89
0.560398705628632,0,-0.62,7.24
-0.228022794579155,0,-0.87,22.2
0.557987824346089,0,-1.64,61.68
-1.4609493724043,0,-1.33,22.02
-0.321307702940215,0,-0.89,86.79
1.1801648015688,0,-0.56,50.38
-1.10044948395669,0,-0.06,56.27
1.78844187394565,1,2.42,90.23
0.735064353441,1,0.34,48.71
-0.991626367310005,0,0,75.55
1.24394754972307,0,0.03,74.25
1.20801581734196,0,-0.39,20.52
-0.0729039211417307,0,-0.79,88.94
0.765027126147432,0,-0.31,6.7
-0.0346859812618545,0,-0.35,1.97
0.0282569295513544,0,-0.3,28.23
-0.0187415726269567,0,-1.79,44.98
-0.0154231505671542,1,0.59,33.08
2.11413799600519,1,1.64,91.14
-0.225474325763233,0,-0.65,71.66
1.93579733301754,1,0.62,3.47
0.596102356775096,1,0.24,96.53
3.68876697085527,1,0.85,50.74
0.568272841764539,0,-0.57,36.92
0.158510771050196,1,1.12,7.74
1.45159701440298,0,-1.54,95.2
1.13879686627847,0,-0.44,21.39
1.93993892937694,0,-0.15,5.84
1.17949022036166,1,0.52,10.22
-0.804601315736714,1,0.59,60.64
-1.39173809766262,0,-0.08,91.77
-1.0823527581539,0,-1.17,60.05
2.51201627617012,1,0.31,0.37
0.312722766202297,0,-1.6,51.26
-1.55066828112539,1,0.99,75.24
2.44883631722834,1,1.02,82.48
2.42523707813836,1,0.84,68.16
-0.359972656246869,0,0.12,30.95
0.513801847145715,0,-0.43,76.87
0.733481308580761,1,0.46,15.96
2.77940360133141,1,0.65,17.11
3.37804197682207,1,0.61,74.97
0.917411399356847,0,-0.89,19.93
1.83807654905536,1,1.54,33.63
-1.50666159479817,0,-1.24,97.43
-0.916149915464429,1,1.1,30.8
-1.05534557026561,1,0.98,91.49
7.42308210515895,1,0.3,46.9
0.734603766712365,0,-1.55,79.11
3.16586201162704,1,1.57,30.52
4.28715488012439,1,0.69,53.63
0.889653365875162,0,-0.18,91.74
3.74631059842516,1,0.73,71.55
0.399878115947288,1,1.53,99.61
0.547130956245737,1,0.51,71.86
1.91781522193583,0,0.03,94.02
-1.65188856132276,0,-1.47,7.43
2.1107472201566,1,1.02,14.95
-0.358478756670348,0,-0.59,26.34
1.03093807954092,1,0.81,16.66
3.28065089811738,1,0.87,66.61
2.71389528853124,1,0.37,81.32
2.87721954244444,1,1.13,40.39
0.224201291535051,0,-0.76,41.08
0.553683018158293,1,0.45,44.83
0.993413488060435,1,0.92,40.38
0.779162689666049,1,0.27,9.85
-0.851361120751094,1,1.01,46.58
-0.143732272264837,0,-1.46,72.43
0.561293233884888,0,-0.87,47
-0.853540441740157,0,0.17,27.17
1.45646313492167,1,0.21,85.35
1.27176534837746,1,0.48,22.36
0.843397426987788,0,-0.07,86.91
0.043549538572158,0,-0.89,98.25
0.454211505425045,1,0.49,16.52
1.27192700940931,1,0.34,53.72
-0.613181863384372,0,-1.1,83.05
0.846178621896991,0,-0.36,75.15
0.496867508844983,1,1.1,93.77
1.05202820178403,0,-0.91,26.24
-0.610237805968631,0,-0.21,89.35
1.20491039736731,1,0.68,55.62
-1.25735083376727,0,-0.8,72.62
0.606064388671322,0,-1.59,70.92
2.23855439700809,1,1.18,35.46
-1.47257644750276,1,1.22,33.86
-0.345758761832188,0,-0.01,72.46
1.07229577112478,1,0.35,52.16
-0.252217934056085,0,0.09,49.82
0.826083090095733,0,0.01,49.71
-0.951823289889401,1,0.74,0.2
1.39933533492532,1,1.04,13.3
0.405743092380034,0,-0.32,91.69
0.329890119445811,1,0.32,53.46
1.34649098949434,1,0.69,72.29
1.21436983530064,1,0.32,77.65
0.706136811870387,0,-1.91,21
0.545635702300062,0,-2.34,80.59
-0.415323034841092,1,0.48,13.25
1.31098934861045,1,1.18,37.69
-0.438932257018186,0,-1.29,93.48
1.89936882403302,1,0.62,88.37
-0.238324303591998,1,0.26,77.88
0.022572569960158,1,0.73,90.89
1.42703817400834,1,1.32,42.88
0.923560487008875,0,0.15,66.1
-1.44493546802356,0,-0.6,99.59
4.71093030946681,1,2.19,86.29
0.841681058596555,1,2.33,33.37
0.578599849187717,1,1.13,95.98
-1.88389320287597,0,-0.19,62.71
-0.616777136870898,1,0.47,91.18
0.407179550399601,0,-0.55,27.35
-1.13635118864995,1,1.06,69.51
0.90777984376721,1,0.43,1.7
1.51629494893774,0,-1.82,75.67
1.26159922559801,0,-0.69,1.26
-1.15072536884649,0,-1.93,56.56
0.946035720930674,1,1.21,39.58
0.270605240166902,0,-0.28,72.82
0.433986810843115,0,-1.1,29.41
0.149429189592085,0,-0.1,20.78
1.77275634844539,1,0.36,46.91
0.544391461404039,0,-0.88,43.87
0.962845637106398,0,-0.06,5.96
-1.02847184599585,0,-0.58,39.23
2.06252763490858,1,0.64,23.84
1.51753939035032,1,2.02,68.32
1.05885563742486,1,0.86,78.33
3.51792399014854,0,-0.02,97.31
-1.98733077978266,1,0.6,69.17
2.0878900723467,1,1.22,80.55
1.57433264505009,0,-1.18,58.56
-0.0107329391118078,0,-0.61,32.95
-1.60706808762332,1,0.39,97.54
0.963594079655432,0,-1.4,99.7
1.77984243006757,1,1.23,33.36
-0.343590287256168,0,0.02,68.71
1.35033411355897,0,-1.62,59.38
-0.298837399787599,0,-0.67,0.78
-0.86652596557597,0,-0.57,74.38
-0.550621895595324,0,-0.9,34.77
1.78404341719094,1,1.49,53.27
1.20356382735814,0,-0.14,70.8
-0.144855627866445,0,0.11,0.83
0.698590271080969,0,-1.04,31.48
0.827856848534829,0,-0.44,4.73
1.49977884364277,0,-0.2,49.06
1.33255389739244,0,-1.27,79.38
0.726285050373029,1,0.95,76.83
0.781350588945365,1,0.47,25.37
0.399042188711524,0,-0.56,28.91
0.509667149959617,1,1.24,12.11
0.192386274216241,0,-0.02,52.24
-1.04991941161042,0,-0.79,11.16
-0.617590454444792,0,-0.4,65.99
0.186366058589504,0,-1.9,77.94
2.21718660655987,1,0.97,38.72
0.145282756485362,0,-0.51,47.31
2.0355786096077,0,0.01,93.38
-0.567519927880747,0,-0.26,92.47
1.1959903761773,1,1.52,58.38
-0.292345709170573,0,-1.47,77.72
-0.206548769327668,0,-0.02,27.17
-0.353968158085869,0,0.02,50.48
-0.82746770359518,0,0,62.07
0.239861222736025,0,-0.43,1.18
0.537584027551345,0,-0.41,23.82
-1.81594764220472,0,0.16,52.94
0.476623870639095,0,-0.97,76.98
-0.0496786153924101,1,1.55,77.29
-2.31660183826523,0,-0.37,61.37
1.52323505961078,1,1.96,75.21
1.39790362005193,0,-0.61,88.85
-0.74350885490531,0,-0.08,67.56
0.391835915940063,0,-1.83,30.35
-1.26663777291353,1,0.81,36.19
0.0281011794647755,0,-1.48,6.56
-0.541889861829311,0,-2.97,87.6
-0.441491919738791,0,-1.34,12.68
-0.743295451898601,0,-0.27,48.42
0.250971396350451,0,-0.38,64.07
-0.0526501811507402,0,-0.6,54.13
-0.641126351660976,0,-0.65,23.11
1.52223051739962,1,1.76,0.1
-1.11883978521635,0,-0.02,15.49
2.29345614256785,0,0.16,0.43
-0.38347313234651,0,-0.76,73.81
0.611344120677557,0,-1.55,56.62
1.2365406017142,1,2.75,78.57
0.703029172776712,1,1.05,74.19
0.953425015181435,1,0.92,70.24
1.3653228087015,1,0.47,41.09
1.86222645906461,0,-0.62,78.33
-1.1940436361037,0,0.04,51.05
0.0923760872063974,0,-0.9,8.51
1.2478877413036,1,1.34,26.96
0.347876034330696,1,0.8,84.91
1.43889960107696,1,0.32,20.78
0.849008833647049,0,-0.19,26.75
-1.83309835286782,0,-1.09,3.5
-1.1090368138853,0,0.15,22.09
4.10329823765909,1,2.46,52.56
1.58897711299401,1,0.92,94.3
-0.808881534609121,1,0.74,87.72
3.21380171053881,1,1.42,99.75
2.03566835290424,1,1.25,14.2
0.394116570990616,1,2.11,14.85
0.971872098593506,1,0.71,82.01
0.472484325853284,0,-1.48,9.98
1.21214444239987,0,-0.59,94.37
-0.286625435129902,0,0.14,11.18
1.41936001009949,0,-0.51,21.23
-0.437792220372792,0,0.15,94.73
2.44454863554719,1,0.44,95.47
2.48815152506548,0,-0.16,6.78
2.09801579526327,1,0.97,16.1
1.06021371192468,0,-0.67,96.88
0.738850021821284,1,1.64,30.06
-0.762624143255193,0,-1.07,1.81
0.18081522849211,0,-0.01,39.53
0.0832208587746844,0,-1.87,17.79
1.70152558246917,0,0.02,68.24
0.402036978392789,0,-0.25,87.2
0.517112281274642,0,-0.92,60.25
-0.173936165794825,0,-2.17,82.31
0.399859277558516,0,-0.65,47.68
0.623591964099557,1,0.53,66.14
-0.538045756582519,0,-0.28,8.87
-1.18478632292993,0,0.05,5.27
0.931565677083117,0,-0.39,17.2
-1.26064664809697,0,-0.42,72.48
0.875640162092859,0,-1.16,44.58
-0.725822264989854,1,1.74,31.41
1.05372795772579,0,-0.25,6.94
0.967398396562812,0,-0.97,78.14
-0.767169625605394,1,1.11,16.28
3.20812252986233,1,0.97,7.84
0.636090500944648,1,1.26,3.53
2.68398521553647,1,1.78,24.33
1.0260190854237,0,-2.68,87.41
0.387116866276493,1,0.66,22.83
0.543871139511164,1,1.18,52.3
0.19034749325231,1,0.39,17.49
0.0958938619517676,0,-1.19,99.73
0.771482279692338,0,-0.36,43.93
0.705119499472271,0,-1.47,85.54
-0.0474969871568374,0,-1.09,62.91
-0.141294368025071,0,-0.66,74.82
-0.0770395664614957,1,2.26,88.7
1.60280927439209,0,0.09,7.67
1.91411655426253,1,0.77,92.08
-0.585380278534035,0,-0.61,37.49
0.485874353931234,0,0.15,79.83
-0.528205490365302,0,-0.59,4.73
0.179148655766054,0,-0.96,30.48
0.0584749100330449,0,-0.58,98.3
2.63178810333931,1,0.66,98.73
0.568395683061062,0,-0.29,95.89
2.31387580297653,1,0.9,28.56
-0.192464653626347,1,0.2,90.57
-0.533429474353552,0,-0.05,54.18
0.566736247408752,0,-0.91,90.12
-0.262941515886216,0,-1.14,73.22
2.76958494986432,1,0.99,61.99
-1.28070678911083,0,0.11,51.47
0.923569973114598,1,1.15,64.62
2.90528413202587,0,-0.91,36.29
0.589138814702216,0,-1.1,82.2
-1.18570147540381,0,-1.63,53.1
-1.26016019945273,0,-1.62,30.34
0.908688780738455,0,-0.84,0.73
0.682912827792706,1,1.09,55.05
1.06722782551823,1,1.24,69.41
1.09056007101767,0,0.17,50.68
-0.566948637169201,0,0.12,36.87
0.935974686410556,1,0.56,9.34
0.345055248011073,1,0.49,5.09
0.760441650597309,0,-0.07,78.88
0.0592230266500222,0,-1.35,5.96
1.06025977195756,1,0.8,74.11
-1.10451825070673,0,-0.32,56.41
-1.0858067129402,0,-0.36,20.63
1.30892332697517,0,-0.51,53.16
-0.0605820464267399,0,-1.88,32.43
0.924820583859638,0,-0.95,87.6
1.44759702627722,1,2.27,9.49
2.27456291302431,1,0.2,9.09
-0.278052049188208,0,-2.31,80.03
-0.0944910371078846,0,-0.06,58.54
1.36712204485103,0,0.06,72.57
-0.895294387654621,1,0.71,16.07
1.74535687978438,0,-0.59,99.16
2.05800182789999,1,0.3,76.06
1.74311445418184,1,0.64,72.68
1.48628625368798,1,2.11,38.87
2.6345022534382,1,0.92,75.77
-0.811455614084267,0,-1.57,99.6
-0.807796451868255,1,0.99,86.92
3.73358649613614,1,0.48,30.28
0.920110890445578,0,-0.3,56.72
1.32450065318481,1,0.82,89.19
0.00376064245989415,0,-1,40.62
-0.819896355881358,1,0.55,43.2
2.02303664529394,1,0.28,7.14
0.0975552692147101,1,0.92,66.17
0.332744572529284,0,-1.73,0.96
-0.721667324009749,0,-1.48,1.75
2.49290552758752,1,2.23,34.89
-0.125547428638393,1,0.39,45.33
1.48561988328772,1,0.66,73.1
2.08597197321638,0,-0.28,62.53
2.82490342403448,1,0.28,75.28
-1.23309315876965,0,-2.27,91.6
2.52294939181203,1,0.91,78.82
-0.761448513939244,0,-1.09,31.15
1.1715061041158,0,-0.22,60.7
0.854270760408934,0,-0.73,34.6
-2.25198984281059,1,0.21,29.16
1.67344022873536,0,-0.94,75.03
1.48536266465034,0,-0.62,38.48
0.359928235093502,1,0.24,23.09
1.70930240295913,1,0.37,3.29
0.0298210778825766,1,0.63,3.58
1.54789900913453,0,-1.07,44.15
0.828169109465993,0,-0.71,10.64
0.995686985057,1,0.91,0.42
-2.26544444412791,0,-0.32,63.72
-1.66020996697926,1,1.17,30.65
-0.0358950883276136,0,-0.62,88.5
0.460443954206675,1,1.25,64.99
0.880507161405361,1,1.44,6.67
0.387079576265289,1,0.76,24.57
1.56326490516512,1,0.56,15.87
-1.26372758467909,1,1.6,66.01
-0.114337000106708,0,-0.1,60.28
-0.202771695031692,0,-1.45,95.76
-0.625237776002419,0,-0.26,54.66
-0.589934443270055,0,-2.03,85.68
0.77824065475451,1,0.59,74.35
1.64001587106853,0,0.16,19.87
0.0320352957028485,0,0.11,49.9
3.59372908019346,1,0.57,44.47
0.439724575450043,0,-0.97,10.17
3.89744346792231,1,0.32,19.01
-1.76993706608468,0,-0.17,4.04
0.967196944930664,0,-0.91,53.21
-1.26581538437726,0,-1.85,0.25
0.888599146278864,1,0.67,14.18
-1.5372921412163,0,-0.11,42.03
0.096437805093347,1,1.57,94.12
1.39671928049994,0,-0.84,60.93
1.26661533977275,1,1.1,36.56
1.58786917211035,1,0.3,74.37
-1.33956749220648,0,-0.78,80.87
-0.155026068569679,0,-0.04,1.61
-1.85871426587322,1,1.11,66.25
-0.476905222600382,1,0.54,3.27
-0.40626282832302,0,-0.36,16.51
-0.489240439094991,0,-0.11,59.14
1.3784532794584,1,0.33,8.72
1.44173402099097,1,0.81,18.49
0.233103293503882,0,-1.68,17.56
3.5233247417473,1,0.67,61.73
1.64898193895095,0,-0.79,67.26
1.09322639197159,1,1.53,39.01
2.02224623347406,0,-1.49,3.66
0.602083703528065,0,-0.67,10.32
-0.400906202229699,1,1.68,37.94
1.95533399529483,1,0.61,14.21
0.269571575077537,0,-0.23,24.29
1.23388118990967,1,0.61,47.5
-0.736548775773145,0,-1.16,9
1.27685184465888,0,-1.16,21.64
0.0983771653057795,0,-0.87,22.09
1.57975710431234,0,-0.26,87.41
0.531953997353651,0,-0.49,48.76
-0.0247346485299223,0,-1.31,86.24
0.182844839594217,1,2.02,1.42
-0.934260886031688,0,-0.76,0.66
-0.462651959450746,0,-0.24,4.41
-0.135301598953464,1,1.1,10.21
-0.09166498720232,0,-0.95,65.96
0.154284231400425,0,-1.13,14.09
0.0703449088756335,0,-0.88,81.02
-0.620357931163912,1,0.52,31.2
0.792987230644031,0,-0.34,63.97
0.19921288344755,0,-0.02,52.15
0.25853501830438,0,-0.1,38.55
4.63689995695815,1,0.3,25.78
0.0664084169579084,1,0.81,69.55
0.663352321395725,0,-0.04,45.01
0.656091753493276,0,-1.46,74.17
-0.0455128532305385,0,-0.62,83.37
0.879559532466007,0,-0.17,57.56
2.5406082080703,1,1.28,58.3
0.738507860040366,0,-0.26,70.31
0.548648649462877,0,-0.17,19.74
-0.926314006661856,0,-0.43,54.47
1.03707786685438,0,-0.06,61.95
-0.802677547830721,0,-1.45,39.94
0.579964892723802,1,1.88,92.89
-0.186222566471265,0,0.12,10.47
0.42417520795701,1,0.42,29.5
-0.100024431381623,1,1.58,92.51
0.179914264846054,0,-0.25,65.08
1.50993224530254,0,-0.06,71.78
-0.430614750569705,0,-0.02,88.73
-1.7160694293526,1,2.33,90.14
-0.18951715610881,0,-0.1,86.98
0.0167542008512035,0,0.17,42.2
-1.29489146643821,0,-0.27,84.67
-1.60387003540189,1,0.84,76.19
0.19263574398785,1,1.41,75.33
-0.124033961530674,0,-1.57,68.74
1.25079378023653,0,0.17,79.72
1.47990968211686,0,-1.51,68.95
1.16991578486649,1,0.99,17.79
-1.25982173290121,1,1.24,48.06
0.335051119045305,0,-0.04,93.41
0.323227638762245,0,-0.41,10.66
-0.479546913622032,1,1.28,17.13
0.892281899418918,0,-1.12,8.03
-0.640520614261445,0,-0.84,25.22
1.12890697159978,1,1.5,70.59
-1.22904081088147,1,0.9,70.75
0.0086000841961369,0,-0.46,99.64
-0.492863002287611,0,-0.21,20.98
-0.415958886209126,0,-0.59,76.32
-0.126601997996981,0,-0.69,9.17
2.89423568005395,1,1,61.89
-0.954874668345708,0,-0.77,46.82
0.970380961509942,0,-1.99,93.56
-1.51189689980727,0,-0.91,12.23
1.66499199220263,0,-0.56,82.42
0.259921318479676,0,-1.22,29.01
0.356128983013584,0,-1.82,46.34
0.564211527086238,0,-0.4,96.47
2.24066420717451,1,2.12,8.46
0.0743823754604457,1,1.42,14.33
1.51263921006892,1,0.56,80.33
0.663551844720041,0,-1.08,72.13
-0.28125775629728,0,-0.94,10.54
1.34589684823025,0,-0.24,40.81
2.63386839515756,1,1.09,19.25
1.30498350461722,1,0.56,17.24
0.358255401803881,0,-2.18,55.71
1.69604552685232,1,0.88,51.5
-0.302441028969126,1,0.84,46.96
0.445634675059853,0,-0.05,17.57
2.12497012876376,0,-0.69,96.75
1.08148607212517,0,-1.84,95.19
2.69604028010043,1,0.28,37.76
-0.495146561180062,0,-2.25,46.89
-0.2329904094248,1,0.73,48.2
1.4587097465388,0,0.15,17.58
-0.421275378989881,0,-0.65,86.67
0.0733128660034395,0,-0.56,5.77
-0.386199626452672,1,0.33,72.4
0.392172878655341,0,0.03,48.38
0.761756872144729,1,1.24,66.32
-1.39437905049178,0,0.06,1.67
0.165708886676716,0,-0.15,49.18
0.318972998616665,0,-0.59,39.62
-0.248982425238044,0,-1.26,49.45
1.64735015280509,0,-0.68,47.82
0.980554938113072,0,-0.16,74.59
0.578435143396689,0,-0.44,20.29
0.334957326305134,0,-0.58,34.84
-0.498285949383809,1,1.58,79.52
1.38727194522545,1,1.54,76.86
4.07961329189713,1,0.7,55.22
0.333808831446917,0,-0.06,1.64
-2.05891511667751,0,-0.74,52.98
-0.052654158135371,0,-1.03,79.1
0.321216623629026,0,-0.3,31.05
1.13123205063021,0,-1.44,7.66
0.410253321800983,0,-0.03,17.51
2.80628190013413,1,1.56,62.13
-0.490393409462441,0,-0.99,15.05
1.7789124715372,0,0,25.05
0.211903746590971,0,-0.04,67.76
0.609212818180786,0,-0.69,20.19
1.69735150424311,0,-0.13,59.96
1.53000507096522,0,0.16,77.78
5.24393998023447,1,1.28,24.29
1.1448385691705,1,1.05,50.09
0.807257350550174,0,-0.37,30.51
2.57670304461906,0,-0.1,30.33
0.90000220768075,1,2.5,52.12
0.381529514699992,0,-0.78,43.23
0.393077471333383,1,0.76,47.64
1.14370324591257,0,0.02,87.33
0.134253210568931,0,-1.65,0.32
-0.165372684231244,0,-0.89,68.43
0.914769101871904,0,-0.61,29.51
0.416761852687128,0,-0.21,34.41
0.41564829086472,1,1.47,28.54
-1.23413069324779,1,0.47,92.74
2.47045432038959,1,1.82,32.76
0.385844385060279,1,1.92,22.36
0.737759809404677,0,-0.54,7.69
0.603007926133262,0,-0.39,32.41
-0.560643523103326,0,-0.86,94.52
1.18618869325187,0,-0.4,37.5
3.26140432958708,1,0.6,74.34
-0.228891864655483,0,0.08,28.97
0.557975496150316,1,0.33,91.98
0.465993143777707,0,-0.46,25.14
0.972040910039039,1,0.36,85.15
1.63567463727878,0,-0.52,40.66
0.836091176232432,1,0.59,6.97
0.972128561508429,1,1.62,51.3
0.318124069251129,1,0.45,82.52
2.01014077355186,1,1.26,53.91
-0.459895698756168,0,-0.57,66.15
2.24700737027468,1,0.32,33.32
0.345529229384859,0,-2.19,19.54
0.990416820521168,1,2.37,46.93
1.0265514812107,1,0.98,46.06
0.793297022982278,1,0.61,27.06
0.275329812476284,0,-0.32,3.15
-1.167756431482,1,0.23,66.68
1.38325473517185,1,2.08,67.6
0.0738878821855502,1,0.65,80.13
1.16149225951374,0,-0.04,18.59
0.789189399855797,0,-0.71,55.22
0.195193265042803,0,-1.23,11.63
0.353316978195384,0,0.13,37.96
1.37642314381484,0,-0.37,9.74
2.55989273383457,0,0.04,89.58
0.350104128908813,0,0.14,64.43
-0.451744459461665,0,0.1,34.02
2.02161150488181,1,0.6,7.23
-1.24763457747954,0,-0.12,95.73
1.05195192373519,1,0.56,27.36
2.04457902393349,0,0.04,15.1
-0.0841791907995708,0,0.06,95.11
-1.12734073525419,1,1.47,32.18
0.848999196943765,0,-0.47,3.4
-0.176127573901281,0,0.16,66.02
1.37019700010197,1,0.31,83.48
0.32142175836518,1,0.79,81.37
1.20494682799887,0,-0.95,6.55
0.572459387051033,1,0.9,40.86
1.13373990153227,0,-0.34,74.32
2.33527511320411,1,1.53,6.82
0.798827294960652,1,0.39,57.84
2.45304651199706,1,0.5,16.42
0.920400108401307,1,0.64,68.35
-0.320089909233105,0,-0.04,24.27
2.08171948064804,0,-1.36,14.85
4.01078968571364,1,0.59,60.36
-0.355000703693166,0,-1.99,92.36
0.163667955876808,1,0.92,17.6
0.109019440453392,0,-0.73,63.67
2.51404442800226,0,-0.22,86.74
0.385699139677479,1,0.3,34.35
1.98187570351358,1,0.99,72.29
0.288113210894072,0,-0.07,9.44
-0.574371494605016,0,-0.01,19.74
1.59256635850089,1,1,25.04
-1.15404772384001,1,0.25,86.93
0.00889644548911968,0,-1,78.92
0.357222294417616,0,-0.8,27.76
2.24184118651954,1,1.18,59.03
2.38516838560538,1,0.82,94.19
2.46285086357557,1,0.95,71.82
-0.660296807130871,0,-1.25,32.57
-0.594540652729769,0,-1.59,14.79
0.851190865110889,0,-0.02,98.06
-1.25160782752649,0,-1.17,66.56
1.20340148342393,0,-0.55,72.37
0.11281954739394,0,-1.04,82.97
0.344417031877567,0,0.01,33.61
-2.59513907074825,0,-1.59,42.59
-0.358470279170925,0,-1.18,79.82
2.87657141979218,1,0.79,73.86
1.31346995047259,1,1.9,38.34
0.846328499046289,0,-0.41,56.67
-0.0441796373696132,1,0.68,96.44
-1.49481981688,0,-0.86,27.41
1.14406808258241,0,-0.12,14.02
0.312764908602274,0,-0.72,82.67
0.476277893815048,0,-0.46,84.59
0.290326716240122,0,-0.05,7.86
-0.12549655173449,1,1.85,60.38
0.583193273766507,1,0.58,9.26
-0.796019226950602,0,0.09,78.87
-0.41706469029657,1,0.97,56.81
1.76328410355306,1,1.04,73.34
-1.78669676988847,0,-0.63,83.96
0.0465303765656633,0,-0.06,57.33
-0.158113716373627,0,-0.84,1.2
1.22067109348461,0,0.19,68.16
-0.268522772990051,0,-0.43,38.68
-0.075612378464825,0,-1.81,64.97
0.0566912390627054,0,-0.17,61.93
0.369928187463209,0,-0.74,27.95
0.720727050348832,0,0,60.65
0.69926351555728,0,-0.08,75.57
-0.480315088992771,0,-0.2,30.19
-0.181822597175347,0,-1.67,62.71
-0.0868172053191535,0,-0.93,26.13
-0.228180124240565,0,-0.75,17.94
1.14621337834708,0,-0.11,19.45
0.859186951411054,0,-0.47,1.37
0.956326600708285,0,-0.87,85.71
0.0584141597197924,0,-1.57,44.02
-2.70271754514274,1,0.53,60.77
0.230480191320048,0,-0.39,65.56
-1.92198871018818,0,-1.44,39.8
0.0523547116371569,1,1.08,14.72
-2.39504777683827,1,0.38,27.92
0.770181319058317,0,-0.99,58.75
1.82599477554781,1,1.1,10.68
1.28291581011676,0,-0.65,93.22
-1.18238482447524,0,-0.01,78.87
-0.680277243080617,0,-0.14,50.3
-0.588077578677581,1,1.3,7.8
0.237308123869136,0,-1.9,35.66
1.34240673182782,1,1.21,74.26
1.36921731751183,0,-0.59,15.28
3.20843575348468,1,0.34,70.73
0.748230914268505,1,1.44,7.18
-0.00621678629610414,1,0.4,9.02
0.52997021130048,0,-0.75,25.68
2.12908494571286,1,1.34,14.87
-0.0225494117954763,0,-0.19,39.79
2.61473853218276,1,0.97,73.31
1.44349070119401,1,0.92,44.48
1.19366089145711,0,-0.05,61.92
-0.43749265257789,0,-1.44,35.45
2.55979836334643,1,1.05,78.58
0.274734347558163,1,2.24,71.92
0.553017624593122,1,0.7,98.48
0.789389806948605,0,-1.17,75.02
-0.398898289448563,0,-0.5,60.12
1.21696553498757,1,0.28,68.91
0.94870561681581,1,0.72,61.69
-0.871782996973242,0,-2.16,91.47
0.696455779335159,0,-0.45,86.06
-0.593857381690236,0,-0.98,15.85
0.303620929232762,0,-0.54,4.28
2.46121182873091,1,0.31,34.94
0.264755971154173,1,0.42,76.04
0.288386085364715,1,0.44,87.12
-0.757198322144948,0,-0.99,78.28
-1.49174336403374,0,-0.67,46.39
0.176976359955242,1,0.25,44.13
0.313202137367779,0,-0.81,89.91
0.161511992305529,1,0.36,46.97
1.17396419416927,1,0.75,27.11
-0.319231554432163,0,-0.94,12.96
-0.337058914053047,0,-0.31,63.52
-1.79648831436218,0,-0.08,73.38
3.26305061182276,1,0.62,48.72
3.96135468204509,1,0.37,22.51
1.5601940570362,0,-0.42,87.88
0.662473710429857,0,-0.29,12.68
-0.205007483898681,0,-0.38,83.09
1.59715128411753,1,0.92,93.71
4.02256087297386,1,1.02,82.4
0.59825178502246,1,0.68,93.18
-0.240381666897107,1,1.36,51.02
0.986780660178669,0,-0.22,90.12
0.109964649109656,1,0.6,84.83
0.399166835648823,0,-0.14,41.04
1.55406706226736,1,0.61,34.51
